//DATASET,
//created,Wed, 24 Feb 2021 21:47:26 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
192.9,-0.0572
193,-0.2384
193.1,-0.3913
193.3,-0.5425
193.4,-0.5186
193.5,-0.4288
193.6,-0.2807
193.7,-0.094
193.8,0.1055
193.9,0.2868
194,0.4197
194.1,0.4804
194.2,0.4501
194.3,0.3279
194.4,0.125
194.5,-0.1242
194.6,-0.3783
194.7,-0.5823
194.8,-0.677
194.9,-0.6086
195,-0.3384
195.1,0.1552
195.3,1.7824
195.4,2.8256
195.5,3.9244
195.7,5.9183
195.9,7.0526



//TRACE,Optical Spectrum,Input 1 (Run 18) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.8852
191.8095,192.0094,-60.2776
192.0094,192.2092,-59.8357
192.2092,192.4091,-59.6193
192.4091,192.6089,-59.6509
192.6089,192.8088,-59.895
192.8088,193.0086,-60.2496
193.0086,193.2084,-60.5649
193.2084,193.4083,-60.6913
193.4083,193.6081,-60.5503
193.6081,193.808,-60.1928
193.808,194.0078,-59.799
194.0078,194.2077,-59.6025
194.2077,194.4075,-59.7547
194.4075,194.6073,-60.2004
194.6073,194.8072,-60.639
194.8072,195.007,-60.6284
195.007,195.2069,-59.8196
195.2069,195.4067,-58.1611
195.4067,195.6066,-56.0188
195.6066,195.8064,-54.0549
195.8064,196.0062,-52.9617
196.0062,196.2061,-53.1674

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.1797
191.9,-0.2881
192.1,0.1262
192.3,0.3219
192.4,0.3277
192.5,0.2734
192.7,0.0123
192.8,-0.1696
192.9,-0.3631
193,-0.5483
193.1,-0.7056
193.2,-0.8162
193.3,-0.8666
193.4,-0.8483
193.5,-0.7645
193.6,-0.6226
193.9,-0.0741
194,0.053
194.1,0.1085
194.3,-0.0533
194.4,-0.2606
194.5,-0.5148
194.6,-0.7749
194.7,-0.9866
195.2,0.3944
195.3,1.2793
195.4,2.2994
195.5,3.3755
195.6,4.4175
195.7,5.3307
195.8,6.0272



